srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label,Category_dtloader,Binary_dtloader
175.45.176.1,0,149.171.126.12,0,3pc,INT,1.1e-05,200,0,254,0,0,0,-,66666664.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930674,1421930674,0.012,0.0,0.0,0.0,0.0,0,2,0,0,0,22,17,5,7,4,4,4,Backdoor,1,4,1
175.45.176.1,0,149.171.126.12,0,cftp,INT,1.2e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930686,1421930686,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,19,18,6,6,6,6,6,Backdoor,1,4,1
175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930734,1421930734,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,3,5,2,2,2,Backdoor,1,4,1
175.45.176.1,0,149.171.126.12,0,unas,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930733,1421930733,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,6,10,6,6,6,Backdoor,1,4,1
175.45.176.1,0,149.171.126.12,0,mux,INT,1.240606,400,0,254,0,0,0,-,1934.538574,0.0,4,0,0,0,0,0,100,0,0,0,584.81525,0.0,1421930666,1421930667,413.535344,0.0,0.0,0.0,0.0,0,2,0,0,0,6,6,7,6,6,6,6,Backdoor,1,4,1
175.45.176.1,0,149.171.126.12,0,ttp,INT,1.1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930698,1421930698,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,4,4,4,4,4,Backdoor,1,4,1
175.45.176.1,0,149.171.126.12,0,unas,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930806,1421930806,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,3,6,2,2,3,Backdoor,1,4,1
175.45.176.1,0,149.171.126.12,0,pup,INT,1.1e-05,180,0,254,0,0,0,-,119999992.0,0.0,2,0,0,0,0,0,90,0,0,0,0.0,0.0,1421930645,1421930645,0.006,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,14,15,14,14,14,Backdoor,1,4,1
175.45.176.1,0,149.171.126.12,0,egp,INT,5e-06,180,0,254,0,0,0,-,144000000.0,0.0,2,0,0,0,0,0,90,0,0,0,0.0,0.0,1421930644,1421930644,0.005,0.0,0.0,0.0,0.0,0,2,0,0,0,8,6,5,4,4,4,4,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,dcn,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930667,1421930667,0.005,0.0,0.0,0.0,0.0,0,2,0,0,0,6,6,7,6,6,6,6,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,xns-idp,INT,4e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930668,1421930668,0.005,0.0,0.0,0.0,0.0,0,2,0,0,0,21,16,6,6,6,6,6,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930791,1421930791,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,4,5,4,4,4,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,unas,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930726,1421930726,0.003,0.0,0.0,0.0,0.0,0,2,0,0,0,15,14,8,8,8,8,8,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,compaq-peer,INT,7e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930712,1421930712,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,14,13,5,5,5,5,5,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,unas,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930782,1421930782,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,3,3,2,6,2,2,2,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,rsvp,INT,3.5e-05,200,0,254,0,0,0,-,114285712.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930724,1421930724,0.007,0.0,0.0,0.0,0.0,0,2,0,0,0,12,12,6,6,6,6,6,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,ipv6,INT,1.1e-05,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930677,1421930677,0.005,0.0,0.0,0.0,0.0,0,2,0,0,0,23,18,4,6,4,4,4,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930792,1421930792,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,6,5,3,11,2,2,3,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,vrrp,INT,3e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930713,1421930713,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,14,13,4,7,4,4,4,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,unas,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930763,1421930763,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,16,16,4,11,4,4,4,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,unas,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930787,1421930787,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,4,4,2,6,2,2,2,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,unas,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930770,1421930770,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,6,6,2,5,2,2,2,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,uti,INT,6e-06,200,0,254,0,0,0,-,133333328.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930717,1421930717,0.006,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,4,8,4,4,4,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,idpr-cmtp,INT,5e-06,200,0,254,0,0,0,-,66666664.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930676,1421930676,0.012,0.0,0.0,0.0,0.0,0,2,0,0,0,23,18,6,8,6,6,6,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,114285712.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930791,1421930791,0.007,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,4,5,4,4,4,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,sat-mon,INT,2e-06,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930689,1421930689,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,19,18,4,4,4,4,4,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,fire,INT,3e-06,200,0,254,0,0,0,-,114285712.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930720,1421930720,0.007,0.0,0.0,0.0,0.0,0,2,0,0,0,13,11,7,10,6,6,7,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,ipnip,INT,5e-06,180,0,254,0,0,0,-,180000000.0,0.0,2,0,0,0,0,0,90,0,0,0,0.0,0.0,1421930602,1421930602,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,5,5,4,5,5,4,4,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,xtp,INT,4e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930675,1421930675,0.005,0.0,0.0,0.0,0.0,0,2,0,0,0,22,17,4,6,4,4,4,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,larp,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930703,1421930703,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,15,12,4,7,4,4,4,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,unas,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930799,1421930799,0.003,0.0,0.0,0.0,0.0,0,2,0,0,0,2,2,2,6,2,2,2,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,br-sat-mon,INT,1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930693,1421930693,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,12,12,2,2,2,2,2,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,ipv6-frag,INT,4e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930678,1421930678,0.009,0.0,0.0,0.0,0.0,0,2,0,0,0,23,18,8,8,8,8,8,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,merit-inp,INT,1.1e-05,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930673,1421930673,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,22,17,6,7,4,4,6,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,sdrp,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930678,1421930678,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,23,18,8,8,8,8,8,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,il,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930677,1421930677,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,23,18,4,6,4,4,4,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,qnx,INT,1.1e-05,200,0,254,0,0,0,-,133333328.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930711,1421930711,0.006,0.0,0.0,0.0,0.0,0,2,0,0,0,9,9,7,13,6,6,6,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,il,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930677,1421930677,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,23,18,4,6,4,4,4,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,bna,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930680,1421930680,0.005,0.0,0.0,0.0,0.0,0,2,0,0,0,12,12,4,4,2,3,4,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,argus,INT,1.1e-05,180,0,254,0,0,0,-,65454544.0,0.0,2,0,0,0,0,0,90,0,0,0,0.0,0.0,1421930645,1421930645,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,14,15,14,14,14,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,unas,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930804,1421930804,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,2,3,2,2,2,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,ipip,INT,7e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930704,1421930704,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,8,9,4,4,4,4,4,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930773,1421930773,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,10,9,2,6,2,2,2,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,unas,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930787,1421930787,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,4,4,2,6,2,2,2,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,smp,INT,6e-06,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930717,1421930717,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,4,8,4,4,4,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,unas,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930807,1421930807,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,4,8,4,4,4,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,micp,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930705,1421930705,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,8,9,2,9,2,2,2,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,etherip,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930707,1421930707,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,4,8,4,4,4,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,unas,INT,7e-06,200,0,254,0,0,0,-,114285712.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930771,1421930771,0.007,0.0,0.0,0.0,0.0,0,2,0,0,0,6,6,2,3,2,2,2,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930754,1421930754,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,15,15,6,11,6,6,6,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,unas,INT,6e-06,200,0,254,0,0,0,-,133333328.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930761,1421930761,0.006,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,6,12,4,4,5,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,unas,INT,1e-06,200,0,254,0,0,0,-,800000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930765,1421930765,0.001,0.0,0.0,0.0,0.0,0,2,0,0,0,16,16,4,4,4,4,4,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,unas,INT,8e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930733,1421930733,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,6,10,6,6,6,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,idrp,INT,4e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930678,1421930678,0.009,0.0,0.0,0.0,0.0,0,2,0,0,0,23,18,8,8,8,8,8,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,cphb,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930691,1421930691,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,12,12,2,2,2,2,2,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,unas,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930777,1421930777,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,5,8,4,4,5,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,ipv6-route,INT,4e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930678,1421930678,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,23,18,8,8,8,8,8,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,unas,INT,7e-06,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930764,1421930764,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,16,16,5,9,4,4,5,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,unas,INT,1e-05,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930760,1421930760,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,4,6,4,4,4,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,unas,INT,1.1e-05,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930777,1421930777,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,5,8,4,4,5,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,idrp,INT,4e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930678,1421930678,0.009,0.0,0.0,0.0,0.0,0,2,0,0,0,23,18,8,8,8,8,8,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,ib,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930807,1421930807,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,4,8,4,4,4,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930792,1421930792,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,6,5,3,11,2,2,3,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930735,1421930735,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,4,8,4,4,4,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,unas,INT,3e-06,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930762,1421930762,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,1,1,1,1,1,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930735,1421930735,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,4,8,4,4,4,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,mux,INT,1.240606,400,0,254,0,0,0,-,1934.538574,0.0,4,0,0,0,0,0,100,0,0,0,584.81525,0.0,1421930666,1421930667,413.535344,0.0,0.0,0.0,0.0,0,2,0,0,0,6,6,7,6,6,6,6,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,unas,INT,1.1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930763,1421930763,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,16,16,4,11,4,4,4,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930744,1421930744,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,10,9,2,6,2,2,2,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,aris,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930710,1421930710,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,9,9,2,2,2,2,2,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,unas,INT,1.1e-05,200,0,254,0,0,0,-,800000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930757,1421930757,0.001,0.0,0.0,0.0,0.0,0,2,0,0,0,15,15,3,3,2,2,3,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,cbt,INT,1.038991,360,0,254,0,0,0,-,2078.940186,0.0,4,0,0,0,0,0,90,0,0,0,489.773031,0.0,1421930643,1421930644,346.330344,0.0,0.0,0.0,0.0,0,2,0,0,0,8,6,5,4,4,4,4,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930772,1421930772,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,10,9,2,2,2,2,2,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,nvp,INT,1.1e-05,180,0,254,0,0,0,-,65454544.0,0.0,2,0,0,0,0,0,90,0,0,0,0.0,0.0,1421930645,1421930645,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,8,6,2,2,2,2,2,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,sun-nd,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930694,1421930694,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,12,12,2,2,2,2,2,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930766,1421930766,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,2,6,2,2,2,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,bbn-rcc,INT,1.1e-05,180,0,254,0,0,0,-,65454544.0,0.0,2,0,0,0,0,0,90,0,0,0,0.0,0.0,1421930645,1421930645,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,14,15,14,14,14,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930735,1421930735,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,4,8,4,4,4,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,unas,INT,6e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930739,1421930739,0.003,0.0,0.0,0.0,0.0,0,2,0,0,0,10,9,4,7,4,4,4,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,mfe-nsp,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930673,1421930673,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,22,17,6,7,4,4,6,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,crtp,INT,3e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930720,1421930720,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,13,11,7,10,6,6,7,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,unas,INT,6e-06,200,0,254,0,0,0,-,133333328.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930740,1421930740,0.006,0.0,0.0,0.0,0.0,0,2,0,0,0,10,9,3,4,2,2,3,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,unas,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930776,1421930776,0.003,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,2,6,2,2,2,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,i-nlsp,INT,7.146575,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930681,1421930681,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,12,12,2,2,2,2,2,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,unas,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930796,1421930796,0.003,0.0,0.0,0.0,0.0,0,2,0,0,0,2,2,2,6,2,2,2,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930766,1421930766,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,2,6,2,2,2,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,chaos,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930645,1421930645,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,14,15,14,14,14,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,scps,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930711,1421930711,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,9,9,7,13,6,6,6,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,ipx-n-ip,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930713,1421930713,0.003,0.0,0.0,0.0,0.0,0,2,0,0,0,14,13,4,7,4,4,4,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,cpnx,INT,6e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930690,1421930690,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,12,12,6,6,6,6,6,Analysis,1,3,1
175.45.176.1,0,149.171.126.12,0,leaf-1,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930670,1421930670,0.003,0.0,0.0,0.0,0.0,0,2,0,0,0,21,16,4,5,4,4,4,Analysis,1,3,1
